term,overlap,set_size,query_size,p,genes,FDR,fold,direction,library
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),1,14,114,0.12233858996648023,DPAGT1,0.4692081844561511,7.703007518796992,Down,GO_BP
Negative Regulation Of Lymphocyte Proliferation (GO:0050672),1,14,114,0.12233858996648023,VTCN1,0.4692081844561511,7.703007518796992,Down,GO_BP
Transepithelial Transport (GO:0070633),1,14,114,0.12233858996648023,ABCG2,0.4692081844561511,7.703007518796992,Down,GO_BP
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),2,66,114,0.12490853792595366,ALOX15;SEMA5A,0.4692081844561511,3.267942583732057,Down,GO_BP
Golgi To Vacuole Transport (GO:0006896),1,15,114,0.13048626103682398,SORT1,0.4692081844561511,7.189473684210526,Down,GO_BP
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047),1,15,114,0.13048626103682398,EPCAM,0.4692081844561511,7.189473684210526,Down,GO_BP
Phosphatidylethanolamine Metabolic Process (GO:0046337),1,15,114,0.13048626103682398,ALOX15,0.4692081844561511,7.189473684210526,Down,GO_BP
Placenta Development (GO:0001890),1,15,114,0.13048626103682398,E2F7,0.4692081844561511,7.189473684210526,Down,GO_BP
Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),1,15,114,0.13048626103682398,SEMA5A,0.4692081844561511,7.189473684210526,Down,GO_BP
Hematopoietic Progenitor Cell Differentiation (GO:0002244),1,15,114,0.13048626103682398,MLLT3,0.4692081844561511,7.189473684210526,Down,GO_BP
Mitotic Chromosome Condensation (GO:0007076),1,15,114,0.13048626103682398,SMC4,0.4692081844561511,7.189473684210526,Down,GO_BP
Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843),1,15,114,0.13048626103682398,SEMA5A,0.4692081844561511,7.189473684210526,Down,GO_BP
Reticulophagy (GO:0061709),1,15,114,0.13048626103682398,UBA5,0.4692081844561511,7.189473684210526,Down,GO_BP
Neuropeptide Signaling Pathway (GO:0007218),1,15,114,0.13048626103682398,SORT1,0.4692081844561511,7.189473684210526,Down,GO_BP
Endothelial Cell Development (GO:0001885),1,15,114,0.13048626103682398,RDX,0.4692081844561511,7.189473684210526,Down,GO_BP
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),1,15,114,0.13048626103682398,DDAH1,0.4692081844561511,7.189473684210526,Down,GO_BP
Positive Regulation Of Monooxygenase Activity (GO:0032770),1,15,114,0.13048626103682398,CDH3,0.4692081844561511,7.189473684210526,Down,GO_BP
Golgi To Endosome Transport (GO:0006895),1,15,114,0.13048626103682398,SORT1,0.4692081844561511,7.189473684210526,Down,GO_BP
Positive Regulation Of Axon Extension (GO:0045773),1,15,114,0.13048626103682398,SEMA5A,0.4692081844561511,7.189473684210526,Down,GO_BP
Vesicle Transport Along Actin Filament (GO:0030050),1,15,114,0.13048626103682398,MYO5B,0.4692081844561511,7.189473684210526,Down,GO_BP
Regulation Of Organelle Assembly (GO:1902115),2,69,114,0.13425686473081078,CDKL1;RDX,0.4692081844561511,3.125858123569794,Down,GO_BP
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),1,16,114,0.13855895150362108,FERMT2,0.4692081844561511,6.740131578947367,Down,GO_BP
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",1,16,114,0.13855895150362108,DCPS,0.4692081844561511,6.740131578947367,Down,GO_BP
Retina Homeostasis (GO:0001895),1,16,114,0.13855895150362108,CDH3,0.4692081844561511,6.740131578947367,Down,GO_BP
Negative Regulation Of T Cell Activation (GO:0050868),1,16,114,0.13855895150362108,VTCN1,0.4692081844561511,6.740131578947367,Down,GO_BP
Branched-Chain Amino Acid Catabolic Process (GO:0009083),1,16,114,0.13855895150362108,HMGCLL1,0.4692081844561511,6.740131578947367,Down,GO_BP
Carbohydrate Biosynthetic Process (GO:0016051),1,16,114,0.13855895150362108,FUT9,0.4692081844561511,6.740131578947367,Down,GO_BP
Regulation Of Blood Circulation (GO:1903522),1,16,114,0.13855895150362108,TPM1,0.4692081844561511,6.740131578947367,Down,GO_BP
Pore Complex Assembly (GO:0046931),1,16,114,0.13855895150362108,PLEKHA7,0.4692081844561511,6.740131578947367,Down,GO_BP
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1,16,114,0.13855895150362108,DDAH1,0.4692081844561511,6.740131578947367,Down,GO_BP
Osteoclast Differentiation (GO:0030316),1,16,114,0.13855895150362108,GAB2,0.4692081844561511,6.740131578947367,Down,GO_BP
"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",1,16,114,0.13855895150362108,DCPS,0.4692081844561511,6.740131578947367,Down,GO_BP
Negative Regulation Of Protein Transport (GO:0051224),1,16,114,0.13855895150362108,WWP2,0.4692081844561511,6.740131578947367,Down,GO_BP
Apoptotic Cell Clearance (GO:0043277),1,16,114,0.13855895150362108,ALOX15,0.4692081844561511,6.740131578947367,Down,GO_BP
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),1,16,114,0.13855895150362108,TPM1,0.4692081844561511,6.740131578947367,Down,GO_BP
Sphingosine Metabolic Process (GO:0006670),1,16,114,0.13855895150362108,SPTSSB,0.4692081844561511,6.740131578947367,Down,GO_BP
NADP Metabolic Process (GO:0006739),1,16,114,0.13855895150362108,NNT,0.4692081844561511,6.740131578947367,Down,GO_BP
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),2,71,114,0.14057483758129435,CD24;FERMT2,0.4692081844561511,3.0378057820607856,Down,GO_BP
Regulation Of Programmed Cell Death (GO:0043067),3,141,114,0.1429184474691178,ANP32E;MECOM;STK26,0.4692081844561511,2.2945128779395296,Down,GO_BP
Positive Regulation Of Protein Localization (GO:1903829),2,72,114,0.1437578221770406,FERMT2;NEDD9,0.4692081844561511,2.995614035087719,Down,GO_BP
Embryonic Skeletal System Morphogenesis (GO:0048704),1,17,114,0.14655734534045015,HOXA3,0.4692081844561511,6.343653250773993,Down,GO_BP
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),1,17,114,0.14655734534045015,RDX,0.4692081844561511,6.343653250773993,Down,GO_BP
tRNA Aminoacylation For Protein Translation (GO:0006418),1,17,114,0.14655734534045015,FARS2,0.4692081844561511,6.343653250773993,Down,GO_BP
Negative Regulation Of Phosphate Metabolic Process (GO:0045936),1,17,114,0.14655734534045015,CDKN2C,0.4692081844561511,6.343653250773993,Down,GO_BP
Amide Transport (GO:0042886),1,17,114,0.14655734534045015,ABCG2,0.4692081844561511,6.343653250773993,Down,GO_BP
Actin Filament-Based Transport (GO:0099515),1,17,114,0.14655734534045015,MYO5B,0.4692081844561511,6.343653250773993,Down,GO_BP
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),1,17,114,0.14655734534045015,DDAH1,0.4692081844561511,6.343653250773993,Down,GO_BP
Negative Regulation Of T Cell Proliferation (GO:0042130),1,17,114,0.14655734534045015,VTCN1,0.4692081844561511,6.343653250773993,Down,GO_BP
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),1,17,114,0.14655734534045015,SEMA5A,0.4692081844561511,6.343653250773993,Down,GO_BP
tRNA Metabolic Process (GO:0006399),1,17,114,0.14655734534045015,FARS2,0.4692081844561511,6.343653250773993,Down,GO_BP
Fatty Acid Derivative Biosynthetic Process (GO:1901570),1,17,114,0.14655734534045015,HMGCLL1,0.4692081844561511,6.343653250773993,Down,GO_BP
Negative Regulation Of GTPase Activity (GO:0034260),1,17,114,0.14655734534045015,RDX,0.4692081844561511,6.343653250773993,Down,GO_BP
Protein O-linked Glycosylation (GO:0006493),2,73,114,0.14695605847768856,FUT9;TET1,0.4692081844561511,2.9545782263878877,Down,GO_BP
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),1,18,114,0.15448212033688166,LMCD1,0.4692081844561511,5.991228070175438,Down,GO_BP
Myofibril Assembly (GO:0030239),1,18,114,0.15448212033688166,TPM1,0.4692081844561511,5.991228070175438,Down,GO_BP
Positive Regulation Of Chromosome Segregation (GO:0051984),1,18,114,0.15448212033688166,SMC4,0.4692081844561511,5.991228070175438,Down,GO_BP
Regulation Of Transferase Activity (GO:0051338),1,18,114,0.15448212033688166,SPTSSB,0.4692081844561511,5.991228070175438,Down,GO_BP
acyl-CoA Metabolic Process (GO:0006637),1,18,114,0.15448212033688166,HMGCS1,0.4692081844561511,5.991228070175438,Down,GO_BP
Cell Morphogenesis Involved In Differentiation (GO:0000904),1,18,114,0.15448212033688166,GRHL2,0.4692081844561511,5.991228070175438,Down,GO_BP
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),1,18,114,0.15448212033688166,WWP2,0.4692081844561511,5.991228070175438,Down,GO_BP
Axon Extension (GO:0048675),1,18,114,0.15448212033688166,SEMA5A,0.4692081844561511,5.991228070175438,Down,GO_BP
Sphingolipid Metabolic Process (GO:0006665),2,76,114,0.15663682853245775,PPM1L;SPTSSB,0.4692081844561511,2.837950138504155,Down,GO_BP
Regulation Of Ruffle Assembly (GO:1900027),1,19,114,0.16233394815389002,RDX,0.4692081844561511,5.67590027700831,Down,GO_BP
Regulation Of Keratinocyte Proliferation (GO:0010837),1,19,114,0.16233394815389002,CDH3,0.4692081844561511,5.67590027700831,Down,GO_BP
Regulation Of Actin Filament Bundle Assembly (GO:0032231),1,19,114,0.16233394815389002,RDX,0.4692081844561511,5.67590027700831,Down,GO_BP
Regulation Of Keratinocyte Differentiation (GO:0045616),1,19,114,0.16233394815389002,GRHL2,0.4692081844561511,5.67590027700831,Down,GO_BP
Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),1,19,114,0.16233394815389002,TET1,0.4692081844561511,5.67590027700831,Down,GO_BP
Regulation Of GTPase Activity (GO:0043087),3,151,114,0.16495261366005803,FERMT2;RDX;RGS16,0.4692081844561511,2.142558382711746,Down,GO_BP
Regulation Of Activated T Cell Proliferation (GO:0046006),1,20,114,0.1701134943787745,CD24,0.4692081844561511,5.3921052631578945,Down,GO_BP
Regulation Of Cell Size (GO:0008361),1,20,114,0.1701134943787745,RDX,0.4692081844561511,5.3921052631578945,Down,GO_BP
Regulation Of Spindle Organization (GO:0090224),1,20,114,0.1701134943787745,GPSM2,0.4692081844561511,5.3921052631578945,Down,GO_BP
Regulation Of Osteoclast Differentiation (GO:0045670),1,20,114,0.1701134943787745,NEDD9,0.4692081844561511,5.3921052631578945,Down,GO_BP
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),1,20,114,0.1701134943787745,UBA5,0.4692081844561511,5.3921052631578945,Down,GO_BP
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),1,20,114,0.1701134943787745,ARG2,0.4692081844561511,5.3921052631578945,Down,GO_BP
Embryonic Skeletal System Development (GO:0048706),1,20,114,0.1701134943787745,HOXA3,0.4692081844561511,5.3921052631578945,Down,GO_BP
Chromosome Condensation (GO:0030261),1,20,114,0.1701134943787745,SMC4,0.4692081844561511,5.3921052631578945,Down,GO_BP
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),1,20,114,0.1701134943787745,CDH3,0.4692081844561511,5.3921052631578945,Down,GO_BP
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),1,20,114,0.1701134943787745,STK26,0.4692081844561511,5.3921052631578945,Down,GO_BP
Carboxylic Acid Metabolic Process (GO:0019752),1,20,114,0.1701134943787745,GSTO2,0.4692081844561511,5.3921052631578945,Down,GO_BP
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),2,82,114,0.17633870826090153,ALOX15;FERMT2,0.4692081844561511,2.6302952503209243,Down,GO_BP
Neuron Projection Guidance (GO:0097485),2,82,114,0.17633870826090153,EPHA6;SEMA5A,0.4692081844561511,2.6302952503209243,Down,GO_BP
Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1,21,114,0.1778214185795908,ARG2,0.4692081844561511,5.135338345864661,Down,GO_BP
Microtubule Polymerization Or Depolymerization (GO:0031109),1,21,114,0.1778214185795908,NCKAP5,0.4692081844561511,5.135338345864661,Down,GO_BP
Striated Muscle Contraction (GO:0006941),1,21,114,0.1778214185795908,TPM1,0.4692081844561511,5.135338345864661,Down,GO_BP
Cardiac Ventricle Morphogenesis (GO:0003208),1,21,114,0.1778214185795908,TPM1,0.4692081844561511,5.135338345864661,Down,GO_BP
Synaptic Vesicle Cycle (GO:0099504),1,21,114,0.1778214185795908,PCLO,0.4692081844561511,5.135338345864661,Down,GO_BP
Positive Regulation Of ERBB Signaling Pathway (GO:1901186),1,21,114,0.1778214185795908,FAM83B,0.4692081844561511,5.135338345864661,Down,GO_BP
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),1,21,114,0.1778214185795908,KCTD20,0.4692081844561511,5.135338345864661,Down,GO_BP
ATP Biosynthetic Process (GO:0006754),1,21,114,0.1778214185795908,ATP5MG,0.4692081844561511,5.135338345864661,Down,GO_BP
Entrainment Of Circadian Clock By Photoperiod (GO:0043153),1,21,114,0.1778214185795908,PER3,0.4692081844561511,5.135338345864661,Down,GO_BP
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),2,83,114,0.1796606534037712,CDH3;MPZL2,0.4692081844561511,2.59860494610019,Down,GO_BP
Positive Regulation Of Cell Projection Organization (GO:0031346),2,83,114,0.1796606534037712,FUT9;NEDD9,0.4692081844561511,2.59860494610019,Down,GO_BP
Secondary Alcohol Biosynthetic Process (GO:1902653),1,22,114,0.1854583743591007,HMGCS1,0.4692081844561511,4.901913875598086,Down,GO_BP
Alpha-Amino Acid Metabolic Process (GO:1901605),1,22,114,0.1854583743591007,DDAH1,0.4692081844561511,4.901913875598086,Down,GO_BP
Alpha-Amino Acid Catabolic Process (GO:1901606),1,22,114,0.1854583743591007,HMGCLL1,0.4692081844561511,4.901913875598086,Down,GO_BP
Negative Regulation Of Chemotaxis (GO:0050922),1,22,114,0.1854583743591007,SEMA5A,0.4692081844561511,4.901913875598086,Down,GO_BP
Photoperiodism (GO:0009648),1,22,114,0.1854583743591007,PER3,0.4692081844561511,4.901913875598086,Down,GO_BP
Embryonic Organ Morphogenesis (GO:0048562),1,22,114,0.1854583743591007,HOXA3,0.4692081844561511,4.901913875598086,Down,GO_BP
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1,22,114,0.1854583743591007,TPM1,0.4692081844561511,4.901913875598086,Down,GO_BP
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),1,22,114,0.1854583743591007,NEDD9,0.4692081844561511,4.901913875598086,Down,GO_BP
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),1,22,114,0.1854583743591007,SORT1,0.4692081844561511,4.901913875598086,Down,GO_BP
Negative Regulation Of Axon Extension (GO:0030517),1,22,114,0.1854583743591007,SEMA5A,0.4692081844561511,4.901913875598086,Down,GO_BP
Mesenchymal Cell Migration (GO:0090497),1,22,114,0.1854583743591007,SEMA5A,0.4692081844561511,4.901913875598086,Down,GO_BP
Vitamin Transport (GO:0051180),1,22,114,0.1854583743591007,ABCG2,0.4692081844561511,4.901913875598086,Down,GO_BP
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),1,22,114,0.1854583743591007,UBA5,0.4692081844561511,4.901913875598086,Down,GO_BP
Glycosphingolipid Metabolic Process (GO:0006687),1,22,114,0.1854583743591007,FUT9,0.4692081844561511,4.901913875598086,Down,GO_BP
Negative Regulation Of TORC1 Signaling (GO:1904262),1,22,114,0.1854583743591007,RNF152,0.4692081844561511,4.901913875598086,Down,GO_BP
Positive Regulation Of GTPase Activity (GO:0043547),3,160,114,0.18558766469715565,FERMT2;RGS16;SYDE2,0.4692081844561511,2.0220394736842104,Down,GO_BP
Positive Regulation Of MAPK Cascade (GO:0043410),3,161,114,0.1879220753512993,ALOX15;CD24;FERMT2,0.4692081844561511,2.009480222294868,Down,GO_BP
Endosomal Transport (GO:0016197),3,162,114,0.1902642244287634,MYO5B;RHOBTB3;SORT1,0.4692081844561511,1.9970760233918128,Down,GO_BP
Establishment Of Endothelial Barrier (GO:0061028),1,23,114,0.19302500940824227,RDX,0.4692081844561511,4.688787185354691,Down,GO_BP
Multivesicular Body Sorting Pathway (GO:0071985),1,23,114,0.19302500940824227,SORT1,0.4692081844561511,4.688787185354691,Down,GO_BP
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),1,23,114,0.19302500940824227,LMCD1,0.4692081844561511,4.688787185354691,Down,GO_BP
Regulation Of Chromosome Segregation (GO:0051983),1,23,114,0.19302500940824227,SMC4,0.4692081844561511,4.688787185354691,Down,GO_BP
Cholesterol Biosynthetic Process (GO:0006695),1,23,114,0.19302500940824227,HMGCS1,0.4692081844561511,4.688787185354691,Down,GO_BP
Signal Release From Synapse (GO:0099643),1,23,114,0.19302500940824227,PCLO,0.4692081844561511,4.688787185354691,Down,GO_BP
Positive Regulation Of Chemotaxis (GO:0050921),1,23,114,0.19302500940824227,SEMA5A,0.4692081844561511,4.688787185354691,Down,GO_BP
Protein Depolymerization (GO:0051261),1,23,114,0.19302500940824227,NCKAP5,0.4692081844561511,4.688787185354691,Down,GO_BP
Branching Morphogenesis Of An Epithelial Tube (GO:0048754),1,23,114,0.19302500940824227,NRARP,0.4692081844561511,4.688787185354691,Down,GO_BP
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),1,23,114,0.19302500940824227,SEMA5A,0.4692081844561511,4.688787185354691,Down,GO_BP
Epithelium Development (GO:0060429),2,88,114,0.19640636689855004,DLX3;GRHL2,0.4692081844561511,2.450956937799043,Down,GO_BP
Lipid Modification (GO:0030258),1,24,114,0.20052196555912308,ALOX15,0.4692081844561511,4.493421052631579,Down,GO_BP
Regulation Of Protein Transport (GO:0051223),1,24,114,0.20052196555912308,WWP2,0.4692081844561511,4.493421052631579,Down,GO_BP
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),1,24,114,0.20052196555912308,E2F7,0.4692081844561511,4.493421052631579,Down,GO_BP
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),1,24,114,0.20052196555912308,SORT1,0.4692081844561511,4.493421052631579,Down,GO_BP
Regulation Of Chromatin Organization (GO:1902275),1,24,114,0.20052196555912308,MLLT3,0.4692081844561511,4.493421052631579,Down,GO_BP
Regulation Of T Cell Activation (GO:0050863),1,24,114,0.20052196555912308,VTCN1,0.4692081844561511,4.493421052631579,Down,GO_BP
Oligosaccharide Metabolic Process (GO:0009311),1,24,114,0.20052196555912308,FUT9,0.4692081844561511,4.493421052631579,Down,GO_BP
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),1,24,114,0.20052196555912308,SEMA5A,0.4692081844561511,4.493421052631579,Down,GO_BP
Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),1,24,114,0.20052196555912308,WWP2,0.4692081844561511,4.493421052631579,Down,GO_BP
Regulation Of Protein Kinase B Signaling (GO:0051896),2,90,114,0.20315985037488948,FERMT2;SEMA5A,0.4692081844561511,2.3964912280701753,Down,GO_BP
Neuron Projection Extension (GO:1990138),1,25,114,0.20794987883754693,SEMA5A,0.4692081844561511,4.313684210526316,Down,GO_BP
Neural Crest Cell Migration (GO:0001755),1,25,114,0.20794987883754693,SEMA5A,0.4692081844561511,4.313684210526316,Down,GO_BP
Cell Chemotaxis (GO:0060326),1,25,114,0.20794987883754693,SEMA5A,0.4692081844561511,4.313684210526316,Down,GO_BP
Negative Regulation Of Fat Cell Differentiation (GO:0045599),1,25,114,0.20794987883754693,FERMT2,0.4692081844561511,4.313684210526316,Down,GO_BP
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),1,25,114,0.20794987883754693,DDAH1,0.4692081844561511,4.313684210526316,Down,GO_BP
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),1,25,114,0.20794987883754693,E2F7,0.4692081844561511,4.313684210526316,Down,GO_BP
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1,25,114,0.20794987883754693,TPM1,0.4692081844561511,4.313684210526316,Down,GO_BP
Liver Development (GO:0001889),1,25,114,0.20794987883754693,E2F7,0.4692081844561511,4.313684210526316,Down,GO_BP
Regulation Of Cell Morphogenesis (GO:0022604),1,25,114,0.20794987883754693,FERMT2,0.4692081844561511,4.313684210526316,Down,GO_BP
Inositol Lipid-Mediated Signaling (GO:0048017),1,25,114,0.20794987883754693,GAB2,0.4692081844561511,4.313684210526316,Down,GO_BP
Sterol Biosynthetic Process (GO:0016126),1,25,114,0.20794987883754693,HMGCS1,0.4692081844561511,4.313684210526316,Down,GO_BP
Primary Neural Tube Formation (GO:0014020),1,25,114,0.20794987883754693,GRHL2,0.4692081844561511,4.313684210526316,Down,GO_BP
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),2,93,114,0.21333864760760712,MNS1;TPM1,0.4692081844561511,2.3191850594227503,Down,GO_BP
Organonitrogen Compound Biosynthetic Process (GO:1901566),2,93,114,0.21333864760760712,PPM1L;SPTSSB,0.4692081844561511,2.3191850594227503,Down,GO_BP
Neurotransmitter Secretion (GO:0007269),1,26,114,0.2153093795150691,PCLO,0.4692081844561511,4.147773279352226,Down,GO_BP
Synaptic Vesicle Exocytosis (GO:0016079),1,26,114,0.2153093795150691,PCLO,0.4692081844561511,4.147773279352226,Down,GO_BP
Regulation Of Sprouting Angiogenesis (GO:1903670),1,26,114,0.2153093795150691,E2F2,0.4692081844561511,4.147773279352226,Down,GO_BP
Establishment Of Mitotic Spindle Orientation (GO:0000132),1,26,114,0.2153093795150691,GPSM2,0.4692081844561511,4.147773279352226,Down,GO_BP
Glutamine Family Amino Acid Metabolic Process (GO:0009064),1,26,114,0.2153093795150691,DDAH1,0.4692081844561511,4.147773279352226,Down,GO_BP
Skeletal System Morphogenesis (GO:0048705),1,26,114,0.2153093795150691,HOXA3,0.4692081844561511,4.147773279352226,Down,GO_BP
Visual System Development (GO:0150063),1,26,114,0.2153093795150691,FREM2,0.4692081844561511,4.147773279352226,Down,GO_BP
Arachidonic Acid Metabolic Process (GO:0019369),1,26,114,0.2153093795150691,ALOX15,0.4692081844561511,4.147773279352226,Down,GO_BP
Negative Regulation Of Transport (GO:0051051),1,26,114,0.2153093795150691,WWP2,0.4692081844561511,4.147773279352226,Down,GO_BP
Tube Closure (GO:0060606),1,26,114,0.2153093795150691,GRHL2,0.4692081844561511,4.147773279352226,Down,GO_BP
Extracellular Matrix Organization (GO:0030198),2,94,114,0.21674291868264758,ADAMTS19;MMP16,0.4692081844561511,2.2945128779395296,Down,GO_BP
Protein Ubiquitination (GO:0016567),5,346,114,0.2181498858409547,CAND2;KBTBD8;RNF152;UBE4A;WWP2,0.4692081844561511,1.5584119257681777,Down,GO_BP
Neuron Differentiation (GO:0030182),2,95,114,0.2201522064518866,FUT9;VAX2,0.4692081844561511,2.270360110803324,Down,GO_BP
Semaphorin-Plexin Signaling Pathway (GO:0071526),1,27,114,0.2226010921605926,SEMA5A,0.4692081844561511,3.9941520467836256,Down,GO_BP
Positive Regulation Of ATP-dependent Activity (GO:0032781),1,27,114,0.2226010921605926,TPM1,0.4692081844561511,3.9941520467836256,Down,GO_BP
Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),1,27,114,0.2226010921605926,RDX,0.4692081844561511,3.9941520467836256,Down,GO_BP
Response To Estrogen (GO:0043627),1,27,114,0.2226010921605926,CD24,0.4692081844561511,3.9941520467836256,Down,GO_BP
Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),1,27,114,0.2226010921605926,FAM83B,0.4692081844561511,3.9941520467836256,Down,GO_BP
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),1,27,114,0.2226010921605926,NEDD9,0.4692081844561511,3.9941520467836256,Down,GO_BP
Positive Regulation Of Wound Healing (GO:0090303),1,27,114,0.2226010921605926,FERMT2,0.4692081844561511,3.9941520467836256,Down,GO_BP
Bicellular Tight Junction Assembly (GO:0070830),1,27,114,0.2226010921605926,GRHL2,0.4692081844561511,3.9941520467836256,Down,GO_BP
Negative Regulation Of JNK Cascade (GO:0046329),1,28,114,0.22982563569150397,MECOM,0.4732870038602483,3.851503759398496,Down,GO_BP
Regulation Of Cellular Component Biogenesis (GO:0044087),1,28,114,0.22982563569150397,RDX,0.4732870038602483,3.851503759398496,Down,GO_BP
Regulation Of Cell-Cell Adhesion (GO:0022407),1,28,114,0.22982563569150397,FUT9,0.4732870038602483,3.851503759398496,Down,GO_BP
Signal Transduction By P53 Class Mediator (GO:0072331),1,28,114,0.22982563569150397,E2F7,0.4732870038602483,3.851503759398496,Down,GO_BP
Regulation Of Cellular Senescence (GO:2000772),1,28,114,0.22982563569150397,ARG2,0.4732870038602483,3.851503759398496,Down,GO_BP
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),1,28,114,0.22982563569150397,NEDD9,0.4732870038602483,3.851503759398496,Down,GO_BP
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),1,28,114,0.22982563569150397,FERMT2,0.4732870038602483,3.851503759398496,Down,GO_BP
Response To Endoplasmic Reticulum Stress (GO:0034976),2,98,114,0.2304063863753767,ALOX15;UBA5,0.4732870038602483,2.200859291084855,Down,GO_BP
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),1,29,114,0.2369836234243565,NEDD9,0.47357023480400723,3.7186932849364784,Down,GO_BP
Negative Regulation Of Cell Cycle Process (GO:0010948),1,29,114,0.2369836234243565,E2F7,0.47357023480400723,3.7186932849364784,Down,GO_BP
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),1,29,114,0.2369836234243565,E2F7,0.47357023480400723,3.7186932849364784,Down,GO_BP
Regulation Of Spindle Assembly (GO:0090169),1,29,114,0.2369836234243565,GPSM2,0.47357023480400723,3.7186932849364784,Down,GO_BP
Neural Tube Closure (GO:0001843),1,29,114,0.2369836234243565,GRHL2,0.47357023480400723,3.7186932849364784,Down,GO_BP
Dendrite Morphogenesis (GO:0048813),1,29,114,0.2369836234243565,FARP1,0.47357023480400723,3.7186932849364784,Down,GO_BP
Anterior/Posterior Pattern Specification (GO:0009952),1,30,114,0.24407566312510046,HOXA3,0.47357023480400723,3.594736842105263,Down,GO_BP
Notch Signaling Pathway (GO:0007219),1,30,114,0.24407566312510046,NRARP,0.47357023480400723,3.594736842105263,Down,GO_BP
Positive Regulation Of Telomerase Activity (GO:0051973),1,30,114,0.24407566312510046,GRHL2,0.47357023480400723,3.594736842105263,Down,GO_BP
Ceramide Biosynthetic Process (GO:0046513),1,30,114,0.24407566312510046,SPTSSB,0.47357023480400723,3.594736842105263,Down,GO_BP
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),1,30,114,0.24407566312510046,FERMT2,0.47357023480400723,3.594736842105263,Down,GO_BP
Establishment Of Spindle Orientation (GO:0051294),1,30,114,0.24407566312510046,GPSM2,0.47357023480400723,3.594736842105263,Down,GO_BP
Positive Regulation Of RNA Metabolic Process (GO:0051254),1,30,114,0.24407566312510046,NMD3,0.47357023480400723,3.594736842105263,Down,GO_BP
Positive Regulation Of T Cell Proliferation (GO:0042102),1,30,114,0.24407566312510046,CD24,0.47357023480400723,3.594736842105263,Down,GO_BP
Icosanoid Metabolic Process (GO:0006690),1,30,114,0.24407566312510046,ALOX15,0.47357023480400723,3.594736842105263,Down,GO_BP
Organic Hydroxy Compound Biosynthetic Process (GO:1901617),1,30,114,0.24407566312510046,ALOX15,0.47357023480400723,3.594736842105263,Down,GO_BP
Regulation Of T Cell Proliferation (GO:0042129),1,30,114,0.24407566312510046,VTCN1,0.47357023480400723,3.594736842105263,Down,GO_BP
